position	samples
53199	N1,P2,N3,P3
53200	N1,P2,N3,P3
53239	N1,P2,N3,P3
53251	N1,P2,N3,P3
53285	N1,P2,N3,P3
53287	N1,P2,N3,P3
53288	N1,P2,N3,P3
53292	N1,P2,N3,P3
53298	N1,P2,N3,P3
53302	N1,P2,N3,P3
53312	N1,P2,N3,P3
53338	N1,P2,N3,P3
53372	N1,P2,N3,P3
53415	N1,P2,N3,P3
53449	N1,P2,N3,P3
53452	N1,P2,N3,P3
53462	N1,P2,N3,P3
53530	N1,P2,N3,P3
53532	N1,P2,N3,P3
53556	N1,P2,N3,P3
53571	N1,P2,N3,P3
53574	N1,P2,N3,P3
53583	N1,P2,N3,P3
53641	N1,P2,N3,P3
53649	N1,P2,N3,P3
53658	N1,P2,N3,P3
53749	N1,P2,N3,P3
53785	N1,P2,N3,P3
53788	N1,P2,N3,P3
53802	N1,P2,N3,P3
53803	N1,P2,N3,P3
53804	N1,P2,N3,P3
53860	N1,P2,N3,P3
53867	N1,P2,N3,P3
53923	N1,P2,N3,P3
53957	N1,P2,N3,P3
53959	N1,P2,N3,P3
54007	N1,P2,N3,P3
54009	N1,P2,N3,P3
54061	N1,P2,N3,P3
54075	N1,P2,N3,P3
54130	N1,P2,N3,P3
54137	N1,P2,N3,P3
54176	N1,P2,N3,P3
54188	N1,P2,N3,P3
54244	N1,P2,N3,P3
54247	N1,P2,N3,P3
54257	N1,P2,N3,P3
54265	N1,P2,N3,P3
54289	N1,P2,N3,P3
54328	N1,P2,N3,P3
54343	N1,P2,N3,P3
54457	N1,P2,N3,P3
54475	N1,P2,N3,P3
54523	N1,P2,N3,P3
54564	N1,P2,N3,P3
54667	N1,P2,N3,P3
54669	N1,P2,N3,P3
54724	N1,P2,N3,P3
54766	N1,P2,N3,P3
54805	N1,P2,N3,P3
54850	N1,P2,N3,P3
54859	N1,P2,N3,P3
54922	N1,P2,N3,P3
54949	N1,P2,N3,P3
54982	N1,P2,N3,P3
55060	N1,P2,N3,P3
55102	N1,P2,N3,P3
55150	N1,P2,N3,P3
55157	N1,P2,N3,P3
55187	N1,P2,N3,P3
55203	N1,P2,N3,P3
55252	N1,P2,N3,P3
55281	N1,P2,N3,P3
55283	N1,P2,N3,P3
55285	N1,P2,N3,P3
55290	N1,P2,N3,P3
55298	N1,P2,N3,P3
55308	N1,P2,N3,P3
55326	N1,P2,N3,P3
55351	N1,P2,N3,P3
55356	N1,P2,N3,P3
55377	N1,P2,N3,P3
55431	N1,P2,N3,P3
55478	N1,P2,N3,P3
55508	N1,P2,N3,P3
55519	N1,P2,N3,P3
55560	N1,P2,N3,P3
55561	N1,P2,N3,P3
55578	N1,P2,N3,P3
55600	N1,P2,N3,P3
55680	N1,P2,N3,P3
55689	N1,P2,N3,P3
55733	N1,P2,N3,P3
55747	N1,P2,N3,P3
55772	N1,P2,N3,P3
55785	N1,P2,N3,P3
55804	N1,P2,N3,P3
55881	N1,P2,N3,P3
55918	N1,P2,N3,P3
55973	N1,P2,N3,P3
55996	N1,P2,N3,P3
55997	N1,P2,N3,P3
56002	N1,P2,N3,P3
56005	N1,P2,N3,P3
56018	N1,P2,N3,P3
56053	N1,P2,N3,P3
56065	N1,P2,N3,P3
56113	N1,N3,P3
56114	N1,N3,P3
56152	N1,P2,N3,P3
56163	N1,P2,N3,P3
56175	N1,P2,N3,P3
56269	N1,P2,N3,P3
56273	N1,P2,N3,P3
56274	N1,P2,N3,P3
56308	N1,P2,N3,P3
56343	N1,P2,N3,P3
56374	N1,P2,N3,P3
56426	N1,P2,N3,P3
56429	N1,P2,N3,P3
56576	N1,P2,N3,P3
56627	N1,P2,N3,P3
56655	N1,P2,N3,P3
56668	N1,P2,N3,P3
56729	N1,P2,N3,P3
56738	N1,P2,N3,P3
56754	N1,P2,N3,P3
56815	N1,P2,N3,P3
56837	N1,P2,N3,P3
57014	N1,N3,P3
57028	N1,N3,P3
57053	N1,N3,P3
57095	N1,P2,N3,P3
57097	N1,P2,N3,P3
57122	N1,P2,N3,P3
57143	N1,P2,N3,P3
57151	N1,P2,N3,P3
57185	N1,P2,N3,P3
57301	N1,P2,N3,P3
57323	N1,P2,N3,P3
57344	N1,P2,N3,P3
57357	N1,P2,N3,P3
57359	N1,P2,N3,P3
57372	N1,P2,N3,P3
57375	N1,P2,N3,P3
57376	N1,P2,N3,P3
57389	N1,P2,N3,P3
57604	N1,N3,P3
57610	N1,N3,P3
57616	N1,N3,P3
57822	N1,N3,P3
57840	N1,N3,P3
57849	N1,N3,P3
57873	N1,N3,P3
57888	N1,N3,P3
57933	N1,P2,N3,P3
57957	N1,P2,N3,P3
57972	N1,P2,N3,P3
57990	N1,P2,N3,P3
57993	N1,P2,N3,P3
57996	N1,P2,N3,P3
57999	N1,P2,N3,P3
58005	N1,P2,N3,P3
58014	N1,P2,N3,P3
58024	N1,P2,N3,P3
58025	N1,P2,N3,P3
58026	N1,P2,N3,P3
58045	N1,P2,N3,P3
58068	N1,P2,N3,P3
58098	N1,P2,N3,P3
58105	N1,P2,N3,P3
58106	N1,P2,N3,P3
58109	N1,P2,N3,P3
58113	N1,P2,N3,P3
58161	N1,P2,N3,P3
58206	N1,P2,N3,P3
58222	N1,P2,N3,P3
58244	N1,P2,N3,P3
58254	N1,P2,N3,P3
58257	N1,P2,N3,P3
58285	N1,P2,N3,P3
58303	N1,P2,N3,P3
58314	N1,P2,N3,P3
58345	N1,P2,N3,P3
58383	N1,P2,N3,P3
58463	N1,P2,N3,P3
58567	N1,P2,N3,P3
58597	N1,P2,N3,P3
58678	N1,P2,N3,P3
58685	N1,P2,N3,P3
58722	N1,P2,N3,P3
58763	N1,P2,N3,P3
58874	N1,P2,N3,P3
58877	N1,P2,N3,P3
58924	N1,P2,N3,P3
59042	N1,P2,N3,P3
59093	N1,P2,N3,P3
59096	N1,P2,N3,P3
59165	N1,P2,N3,P3
59166	N1,P2,N3,P3
59273	N1,P2,N3,P3
59345	N1,P2,N3,P3
59349	N1,P2,N3,P3
59366	N1,P2,N3,P3
59411	N1,P2,N3,P3
59438	N1,P2,N3,P3
59462	N1,P2,N3,P3
59478	N1,P2,N3,P3
59513	N1,P2,N3,P3
59603	N1,P2,N3,P3
59604	N1,P2,N3,P3
59736	N1,P2,N3,P3
59774	N1,P2,N3,P3
59901	N1,P2,N3,P3
59956	N1,P2,N3,P3
59962	N1,P2,N3,P3
59972	N1,P2,N3,P3
59974	N1,P2,N3,P3
59977	N1,P2,N3,P3
60025	N1,P2,N3,P3
60037	N1,P2,N3,P3
60040	N1,P2,N3,P3
60044	N1,P2,N3,P3
60074	N1,P2,N3,P3
60187	N1,P2,N3,P3
60373	N1,P2,N3,P3
60380	N1,P2,N3,P3
60430	P2
60437	P2
60471	P2
60555	N1,P2,N3,P3
60558	N1,P2,N3,P3
60559	N1,P2,N3,P3
60570	N1,P2,N3,P3
60597	N1,P2,N3,P3
60600	N1,P2,N3,P3
60630	N1,P2,N3,P3
60636	N1,P2,N3,P3
60642	N1,P2,N3,P3
60648	N1,P2,N3,P3
60664	N1,P2,N3,P3
60686	N1,P2,N3,P3
60695	N1,P2,N3,P3
60713	N1,P2,N3,P3
60730	N1,P2,N3,P3
60749	N1,P2,N3,P3
60781	N1,P2,N3,P3
60782	N1,P2,N3,P3
60783	N1,P2,N3,P3
60792	N1,P2,N3,P3
60871	N1,P2,N3,P3
60874	N1,P2,N3,P3
60882	N1,P2,N3,P3
60960	N1,P2,N3,P3
61088	N1,P2,N3,P3
61284	N1,P2,N3,P3
61335	N1,P2,N3,P3
61505	N1,P2,N3,P3
61510	N1,P2,N3,P3
61567	N1,P2,N3,P3
61585	N1,P2,N3,P3
61614	N1,P2,N3,P3
61618	N1,P2,N3,P3
61654	N1,P2,N3,P3
61663	N1,P2,N3,P3
61694	N1,P2,N3,P3
61699	N1,P2,N3,P3
61709	N1,P2,N3,P3
61735	N1,P2,N3,P3
61744	N1,P2,N3,P3
61752	N1,P2,N3,P3
61774	N1,P2,N3,P3
61776	N1,P2,N3,P3
61780	N1,P2,N3,P3
61781	N1,P2,N3,P3
61801	N1,P2,N3,P3
61805	N1,P2,N3,P3
61827	N1,P2,N3,P3
61851	N1,P2,N3,P3
61863	N1,P2,N3,P3
61877	N1,P2,N3,P3
61879	N1,P2,N3,P3
61921	N1,P2,N3,P3
61966	N1,P2,N3,P3
61987	N1,P2,N3,P3
61996	N1,P2,N3,P3
61999	N1,P2,N3,P3
62005	N1,P2,N3,P3
62011	N1,P2,N3,P3
62013	N1,P2,N3,P3
62156	N1,P2,N3,P3
62221	N1,P2,N3,P3
62266	N1,P2,N3,P3
62311	N1,P2,N3,P3
62317	N1,P2,N3,P3
62332	N1,P2,N3,P3
62340	N1,P2,N3,P3
62353	N1,P2,N3,P3
62399	N1,P2,N3,P3
62414	N1,P2,N3,P3
62419	N1,P2,N3,P3
62422	N1,P2,N3,P3
62424	N1,P2,N3,P3
62435	N1,P2,N3,P3
62443	N1,P2,N3,P3
62448	N1,P2,N3,P3
62467	N1,P2,N3,P3
62473	N1,P2,N3,P3
62480	N1,P2,N3,P3
62482	N1,P2,N3,P3
62485	N1,P2,N3,P3
62526	N1,P2,N3,P3
62552	N1,P2,N3,P3
62585	N1,P2,N3,P3
62599	N1,P2,N3,P3
62607	N1,P2,N3,P3
62637	N1,P2,N3,P3
62662	N1,P2,N3,P3
62669	N1,P2,N3,P3
62677	N1,P2,N3,P3
62686	N1,P2,N3,P3
62692	N1,P2,N3,P3
62717	N1,P2,N3,P3
62726	N1,P2,N3,P3
62732	N1,P2,N3,P3
62759	N1,P2,N3,P3
62876	N1,P2,N3,P3
62916	N1,P2,N3,P3
62937	N1,P2,N3,P3
63044	N1,P2,N3,P3
63056	N1,P2,N3,P3
63164	N1,P2,N3,P3
63208	N1,P2,N3,P3
63272	N1,P2,N3,P3
63310	N1,P2,N3,P3
63329	N1,P2,N3,P3
63362	N1,P2,N3,P3
63409	N1,P2,N3,P3
63446	N1,P2,N3,P3
63494	N1,P2,N3,P3
63580	N1,P2,N3,P3
63593	N1,P2,N3,P3
63602	N1,P2,N3,P3
63605	N1,P2,N3,P3
63626	N1,P2,N3,P3
63790	N1,P2,N3,P3
63841	N1,P2,N3,P3
63892	N1,P2,N3,P3
63921	N1,P2,N3,P3
63951	N1,P2,N3,P3
63952	N1,P2,N3,P3
63995	N1,P2,N3,P3
64023	N1,P2,N3,P3
64266	N1,P2,N3,P3
64287	N1,P2,N3,P3
64335	N1,P2,N3,P3
64515	N1,P2,N3,P3
64587	N1,P2,N3,P3
64602	N1,P2,N3,P3
64605	N1,P2,N3,P3
64661	N1,P2,N3,P3
64749	N1,P2,N3,P3
64809	N1,P2,N3,P3
64834	N1,P2,N3,P3
65010	N1,P2,N3,P3
65070	N1,P2,N3,P3
65134	N1,P2,N3,P3
65176	N1,P2,N3,P3
65522	N1,P2,N3,P3
65612	N1,P2,N3,P3
65642	N1,P2,N3,P3
65669	N1,P2,N3,P3
65730	N1,P2,N3,P3
65936	N1,P2,N3,P3
65945	N1,P2,N3,P3
66134	N1,P2,N3,P3
66135	N1,P2,N3,P3
66136	N1,P2,N3,P3
66142	N1,P2,N3,P3
66309	N1,P2,N3,P3
66368	N1,P2,N3,P3
66437	N1,P2,N3,P3
66512	N1,P2,N3,P3
66650	N1,P2,N3,P3
66780	N1,P2,N3,P3
66901	N1,P2,N3,P3
66956	N1,P2,N3,P3
66983	N1,P2,N3,P3
66989	N1,P2,N3,P3
67131	N1,P2,N3,P3
67146	N1,P2,N3,P3
67187	N1,P2,N3,P3
67209	N1,P2,N3,P3
67218	N1,P2,N3,P3
67263	N1,P2,N3,P3
67407	N1,P2,N3,P3
67414	N1,P2,N3,P3
67472	N1,P2,N3,P3
67569	N1,P2,N3,P3
67574	N1,P2,N3,P3
67633	N1,P2,N3,P3
67640	N1,P2,N3,P3
67712	N1,P2,N3,P3
67713	N1,P2,N3,P3
67760	N1,P2,N3,P3
67911	N1,P2,N3,P3
67978	N1,P2,N3,P3
68021	N1,P2,N3,P3
68486	N1,P2,N3,P3
68607	N1,P2,N3,P3
68616	N1,P2,N3,P3
68823	N1,P2,N3,P3
68830	N1,P2,N3,P3
68945	N1,P2,N3,P3
68975	N1,P2,N3,P3
69019	N1,P2,N3,P3
69396	N1,P2,N3,P3
69537	N1,P2,N3,P3
69650	N1,P2,N3,P3
69652	N1,P2,N3,P3
69653	N1,P2,N3,P3
69657	N1,P2,N3,P3
69663	N1,P2,N3,P3
69817	N1,P2,N3,P3
70007	N1,N3,P3
70639	P2
71123	N1,P2,N3,P3
71171	N1,P2,N3,P3
71190	N1,P2,N3,P3
71257	N1,P2,N3,P3
71394	N1,P2,N3,P3
71448	N1,P2,N3,P3
71694	N1,P2,N3,P3
71753	N1,P2,N3,P3
71833	N1,P2,N3,P3
71902	N1,P2,N3,P3
71971	N1,P2,N3,P3
71992	N1,P2,N3,P3
72025	N1,P2,N3,P3
72127	N1,P2,N3,P3
72187	N1,P2,N3,P3
72775	N1,P2,N3,P3
73070	N1,P2,N3,P3
73209	N1,P2,N3,P3
73251	N1,P2,N3,P3
73262	N1,P2,N3,P3
73308	N1,P2,N3,P3
73424	N1,P2,N3,P3
73440	N1,P2,N3,P3
73536	N1,P2,N3,P3
73684	N1,P2,N3,P3
73714	N1,P2,N3,P3
73717	N1,P2,N3,P3
73721	N1,P2,N3,P3
73767	N1,P2,N3,P3
74084	N1,P2,N3,P3
74171	N1,P2,N3,P3
74288	N1,P2,N3,P3
74438	N1,P2,N3,P3
74458	N1,P2,N3,P3
74514	N1,P2,N3,P3
74561	N1,P2,N3,P3
74720	N1,P2,N3,P3
74732	N1,P2,N3,P3
75088	N1,P2,N3,P3
75097	N1,P2,N3,P3
75145	N1,P2,N3,P3
75177	N1,P2,N3,P3
75191	N1,P2,N3,P3
75193	N1,P2,N3,P3
75199	N1,P2,N3,P3
75247	N1,P2,N3,P3
75250	N1,P2,N3,P3
75278	N1,P2,N3,P3
75331	N1,P2,N3,P3
75337	N1,P2,N3,P3
75415	N1,P2,N3,P3
75433	N1,P2,N3,P3
75436	N1,P2,N3,P3
75496	N1,P2,N3,P3
75509	N1,P2,N3,P3
75512	N1,P2,N3,P3
75515	N1,P2,N3,P3
75553	N1,P2,N3,P3
75599	N1,P2,N3,P3
75644	N1,P2,N3,P3
75728	N1,P2,N3,P3
75740	N1,P2,N3,P3
75770	N1,P2,N3,P3
75799	N1,P2,N3,P3
75800	N1,P2,N3,P3
75816	N1,P2,N3,P3
76032	N1,P2,N3,P3
76035	N1,P2,N3,P3
76038	N1,P2,N3,P3
76064	N1,P2,N3,P3
76070	N1,P2,N3,P3
76073	N1,P2,N3,P3
76080	N1,P2,N3,P3
76083	N1,P2,N3,P3
76090	N1,P2,N3,P3
76102	N1,P2,N3,P3
76135	N1,P2,N3,P3
76136	N1,P2,N3,P3
76151	N1,P2,N3,P3
76152	N1,P2,N3,P3
76172	N1,P2,N3,P3
76173	N1,P2,N3,P3
76187	N1,P2,N3,P3
76209	N1,P2,N3,P3
76211	N1,P2,N3,P3
76244	N1,P2,N3,P3
76277	N1,P2,N3,P3
76287	N1,P2,N3,P3
76289	N1,P2,N3,P3
76295	N1,P2,N3,P3
76301	N1,P2,N3,P3
76328	N1,P2,N3,P3
76340	N1,P2,N3,P3
76348	N1,P2,N3,P3
76359	N1,P2,N3,P3
76411	N1,P2,N3,P3
76412	N1,P2,N3,P3
76442	N1,P2,N3,P3
76492	N1,P2,N3,P3
76537	N1,P2,N3,P3
76619	N1,P2,N3,P3
76636	N1,P2,N3,P3
76643	N1,N3,P3
76660	N1,N3,P3
76696	N1,P2,N3,P3
76697	N1,P2,N3,P3
76703	N1,P2,N3,P3
76726	N1,P2,N3,P3
76735	N1,P2,N3,P3
76782	N1,P2,N3,P3
76786	N1,P2,N3,P3
76845	N1,P2,N3,P3
76854	N1,P2,N3,P3
76887	N1,P2,N3,P3
76949	N1,P2,N3,P3
76963	N1,P2,N3,P3
77019	N1,P2,N3,P3
77118	N1,P2,N3,P3
77472	N1,P2,N3,P3
77566	N1,P2,N3,P3
77621	N1,P2,N3,P3
77629	N1,P2,N3,P3
77719	N1,P2,N3,P3
77732	N1,P2,N3,P3
77749	N1,P2,N3,P3
77797	N1,P2,N3,P3
77807	N1,P2,N3,P3
77898	N1,P2,N3,P3
77906	N1,P2,N3,P3
78075	N1,P2,N3,P3
78080	N1,P2,N3,P3
78146	N1,P2,N3,P3
78156	N1,P2,N3,P3
78165	N1,P2,N3,P3
78168	N1,P2,N3,P3
78190	N1,P2,N3,P3
78208	N1,P2,N3,P3
78257	N1,P2,N3,P3
78263	N1,P2,N3,P3
78287	N1,P2,N3,P3
78294	N1,P2,N3,P3
78325	N1,P2,N3,P3
78349	N1,P2,N3,P3
78366	N1,P2,N3,P3
78368	N1,P2,N3,P3
78371	N1,P2,N3,P3
78443	N1,P2,N3,P3
78455	N1,P2,N3,P3
78462	N1,P2,N3,P3
78491	N1,P2,N3,P3
78504	N1,P2,N3,P3
78593	N1,P2,N3,P3
78595	N1,P2,N3,P3
78604	N1,P2,N3,P3
78617	N1,P2,N3,P3
78618	N1,P2,N3,P3
78658	N1,P2,N3,P3
78686	N1,P2,N3,P3
78725	N1,P2,N3,P3
78785	N1,P2,N3,P3
78791	N1,P2,N3,P3
78809	N1,P2,N3,P3
78818	N1,P2,N3,P3
78822	N1,P2,N3,P3
78860	N1,P2,N3,P3
78884	N1,P2,N3,P3
78950	N1,P2,N3,P3
78962	N1,P2,N3,P3
78989	N1,P2,N3,P3
79022	N1,P2,N3,P3
79087	N1,P2,N3,P3
79116	N1,P2,N3,P3
79140	N1,P2,N3,P3
79181	N1,P2,N3,P3
79187	N1,P2,N3,P3
79237	N1,P2,N3,P3
79242	N1,P2,N3,P3
79261	N1,P2,N3,P3
79314	N1,P2,N3,P3
79326	N1,P2,N3,P3
79410	N1,P2,N3,P3
79436	N1,P2,N3,P3
79439	N1,P2,N3,P3
79496	N1,P2,N3,P3
79497	N1,P2,N3,P3
79520	N1,P2,N3,P3
79523	N1,P2,N3,P3
79535	N1,P2,N3,P3
79581	P2
79586	P2
79610	N1,P2,N3,P3
79634	N1,P2,N3,P3
79637	N1,P2,N3,P3
79640	N1,P2,N3,P3
79648	N1,P2,N3,P3
79655	N1,P2,N3,P3
79663	N1,P2,N3,P3
79694	N1,P2,N3,P3
79706	N1,P2,N3,P3
79733	N1,P2,N3,P3
79734	N1,P2,N3,P3
79735	N1,P2,N3,P3
79761	N1,P2,N3,P3
79766	N1,P2,N3,P3
79769	N1,P2,N3,P3
79791	N1,P2,N3,P3
79793	N1,P2,N3,P3
79807	N1,P2,N3,P3
79811	N1,P2,N3,P3
79823	N1,P2,N3,P3
79835	N1,P2,N3,P3
80280	N1,P2,N3,P3
80322	N1,P2,N3,P3
80336	N1,P2,N3,P3
80419	N1,P2,N3,P3
80424	N1,P2,N3,P3
80425	N1,P2,N3,P3
80426	N1,P2,N3,P3
80437	N1,P2,N3,P3
80439	N1,P2,N3,P3
80463	N1,P2,N3,P3
80466	N1,P2,N3,P3
80477	N1,P2,N3,P3
80490	N1,P2,N3,P3
80540	N1,P2,N3,P3
80716	N1,P2,N3,P3
80744	N1,P2,N3,P3
80745	N1,P2,N3,P3
80753	N1,P2,N3,P3
80772	N1,P2,N3,P3
80780	N1,P2,N3,P3
80788	N1,P2,N3,P3
80801	N1,P2,N3,P3
80816	N1,P2,N3,P3
80928	N1,P2,N3,P3
80931	N1,P2,N3,P3
80937	N1,P2,N3,P3
80938	N1,P2,N3,P3
80966	N1,P2,N3,P3
80975	N1,P2,N3,P3
80998	N1,P2,N3,P3
81035	N1,P2,N3,P3
81039	N1,P2,N3,P3
81040	N1,P2,N3,P3
81140	N1,P2,N3,P3
81151	N1,P2,N3,P3
81154	N1,P2,N3,P3
81164	N1,P2,N3,P3
81170	N1,P2,N3,P3
81173	N1,P2,N3,P3
81277	N1,P2,N3,P3
81285	N1,P2,N3,P3
81341	N1,P2,N3,P3
81344	N1,P2,N3,P3
81389	N1,P2,N3,P3
81399	N1,P2,N3,P3
81411	N1,P2,N3,P3
81431	N1,P2,N3,P3
81440	N1,P2,N3,P3
81526	N1,P2,N3,P3
81650	N1,P2
81656	N1,P2
81657	N1,P2
81716	N1,P2
81834	N1,P3
81851	N1,P3
81853	N1,P3
81864	P3
81870	P3
81900	N1,P2,N3,P3
81901	N1,P2,N3,P3
81917	N1,P2,N3,P3
81919	N1,P2,N3,P3
81921	N1,P2,N3,P3
81924	N1,P2,N3,P3
81930	N1,P2,N3,P3
81955	N1,P2,N3,P3
81964	N1,P2,N3,P3
81966	N1,P2,N3,P3
81986	N1,P2,N3,P3
81993	N1,P2,N3,P3
82002	N1,P2,N3,P3
82011	N1,P2,N3,P3
82041	N1,P2,N3,P3
82056	N1,P2,N3,P3
82059	N1,P2,N3,P3
82068	N1,P2,N3,P3
82077	N1,P2,N3,P3
82078	N1,P2,N3,P3
82095	N1,P2,N3,P3
82099	N1,P2,N3,P3
82102	N1,P2,N3,P3
82105	N1,P2,N3,P3
82252	N1,P2,N3,P3
82267	N1,P2,N3,P3
82268	N1,P2,N3,P3
82271	N1,P2,N3,P3
82277	N1,P2,N3,P3
82281	N1,P2,N3,P3
82283	N1,P2,N3,P3
82373	N1,P2,N3,P3
82397	P2
82436	N1,P2,N3,P3
82454	N1,P2,N3,P3
82457	N1,P2,N3,P3
82522	N1,P2,N3,P3
82557	N1,P2,N3,P3
82575	N1,P2,N3,P3
82616	N1,P2,N3,P3
82628	N1,P2,N3,P3
82631	N1,P2,N3,P3
82761	N1,P2,N3,P3
82791	N1,P2,N3,P3
82794	N1,P2,N3,P3
82796	N1,P2,N3,P3
82832	N1,P2,N3,P3
82847	N1,P2,N3,P3
82909	P3
82911	P3
82917	P3
82918	P3
82920	P3
82928	P3
82932	N1,P2,N3,P3
82965	N1,P2,N3,P3
82968	N1,P2,N3,P3
82992	N1,P2,N3,P3
83040	N1,P2,N3,P3
83052	N1,P2,N3,P3
83056	N1,P2,N3,P3
83058	N1,P2,N3,P3
83060	N1,P2,N3,P3
83180	N1,P2,N3,P3
83414	P2
83480	N1,P2,N3,P3
83553	N1,P2,N3,P3
83627	N1,P2,N3,P3
83702	N1,P2,N3,P3
83770	N1,P2,N3,P3
83780	N1,P2,N3,P3
83782	N1,P2,N3,P3
83783	N1,P2,N3,P3
83789	N1,P2,N3,P3
83801	N1,P2,N3,P3
83816	N1,P2,N3,P3
83834	N1,P2,N3,P3
83905	N1,P2,N3,P3
83921	N1,P2,N3,P3
83934	N1,P2,N3,P3
83951	N1,P2,N3,P3
84024	N1,P2,N3,P3
84044	N1,P2,N3,P3
84344	N1,P2,N3,P3
84346	N1,P2,N3,P3
84439	N1,P2,N3,P3
84471	N1,P2,N3,P3
84517	N1,P2,N3,P3
84558	N1,P2,N3,P3
84576	N1,P2,N3,P3
84609	N1,P2,N3,P3
84611	N1,P2,N3,P3
84612	N1,P2,N3,P3
84618	N1,P2,N3,P3
84630	N1,P2,N3,P3
84956	N1,P2,N3,P3
84958	N1,P2,N3,P3
85065	N1,P2,N3,P3
85118	N1,P2,N3,P3
85157	N1,P2,N3,P3
85158	N1,P2,N3,P3
85165	N1,P2,N3,P3
85196	N1,N3,P3
85263	N1,N3,P3
85266	N1,N3,P3
85280	N1,N3,P3
85281	N1,N3,P3
85313	N1,N3,P3
85328	N1,N3,P3
85346	N1,N3,P3
85390	N1,N3,P3
85406	N1,N3,P3
85414	N1,N3,P3
85443	N1,N3,P3
85536	N1,N3,P3
85753	N1,N3,P3
85771	N1,P2,N3,P3
85780	N1,P2,N3,P3
85801	N1,N3,P3
85859	N1,N3,P3
85862	N1,N3,P3
85863	N1,N3,P3
85899	N1,N3,P3
85983	N1,P2,N3,P3
85985	N1,P2,N3,P3
86004	N1,P2,N3,P3
86015	N1,P2,N3,P3
86021	N1,P2,N3,P3
86024	N1,P2,N3,P3
86029	N1,P2,N3,P3
86042	N1,P2,N3,P3
86058	N1,P2,N3,P3
86063	N1,P2,N3,P3
86064	N1,P2,N3,P3
86102	N1,P2,N3,P3
86157	N1,N3,P3
86191	N1,N3,P3
86205	N1,N3,P3
86209	N1,N3,P3
86231	N1,N3,P3
86234	N1,N3,P3
86239	N1,N3,P3
86269	N1,N3,P3
86281	N1,P2,N3,P3
86292	N1,P2,N3,P3
86293	N1,P2,N3,P3
86294	N1,P2,N3,P3
86304	N1,P2,N3,P3
86314	N1,P2,N3,P3
86317	N1,P2,N3,P3
86321	N1,P2,N3,P3
86329	N1,P2,N3,P3
86347	N1,P2,N3,P3
86350	N1,P2,N3,P3
86358	N1,P2,N3,P3
86385	N1,P2,N3,P3
86398	N1,P2,N3,P3
86411	N1,P2,N3,P3
86419	N1,P2,N3,P3
86424	N1,P2,N3,P3
86428	N1,P2,N3,P3
86431	N1,P2,N3,P3
86449	N1,P2,N3,P3
86453	N1,P2,N3,P3
86460	N1,P2,N3,P3
86463	N1,P2,N3,P3
86473	N1,P2,N3,P3
86478	N1,P2,N3,P3
86479	N1,P2,N3,P3
86501	N1,P2,N3,P3
86521	N1,P2,N3,P3
86539	N1,P2,N3,P3
86576	N1,P2,N3,P3
86585	N1,P2,N3,P3
86618	N1,P2,N3,P3
86686	N1,P2,N3,P3
86691	N1,P2,N3,P3
86713	N1,P2,N3,P3
86996	N1,P2,N3,P3
87090	N1,P2,N3,P3
87105	N1,P2,N3,P3
87117	N1,P2,N3,P3
87153	N1,P2,N3,P3
87162	N1,P2,N3,P3
87165	N1,P2,N3,P3
87183	N1,P2,N3,P3
87186	N1,P2,N3,P3
87192	N1,P2,N3,P3
87201	N1,P2,N3,P3
87207	N1,P2,N3,P3
87210	N1,P2,N3,P3
87222	N1,P2,N3,P3
87287	N1,P2,N3,P3
87289	N1,P2,N3,P3
87302	N1,P2,N3,P3
87304	N1,P2,N3,P3
87307	N1,P2,N3,P3
87309	N1,P2,N3,P3
87313	N1,P2,N3,P3
87315	N1,P2,N3,P3
87363	N1,P2,N3,P3
87372	N1,P2,N3,P3
87379	N1,P2,N3,P3
87414	N1,P2,N3,P3
87429	N1,P2,N3,P3
87459	N1,P2,N3,P3
87468	N1,P2,N3,P3
87510	N1,N3,P3
87526	N1,N3,P3
87528	N1,N3,P3
87536	N1,N3,P3
87633	N1,P2,N3,P3
87663	N1,P2,N3,P3
87672	N1,P2,N3,P3
87675	N1,P2,N3,P3
87684	N1,P2,N3,P3
87720	N1,P2,N3,P3
87751	N1,P2,N3,P3
87753	N1,P2,N3,P3
87754	N1,P2,N3,P3
87756	N1,P2,N3,P3
87768	N1,P2,N3,P3
87790	N1,P2,N3,P3
87828	N1,P2,N3,P3
87839	N1,P2,N3,P3
87843	N1,P2,N3,P3
87855	N1,P2,N3,P3
87856	N1,P2,N3,P3
87860	N1,P2,N3,P3
87861	N1,P2,N3,P3
87872	N1,P2,N3,P3
87876	N1,P2,N3,P3
87884	N1,P2,N3,P3
87907	N1,P2,N3,P3
87908	N1,P2,N3,P3
87915	N1,P2,N3,P3
87922	N1,P2,N3,P3
87925	N1,P2,N3,P3
87926	N1,P2,N3,P3
87927	N1,P2,N3,P3
87950	N1,P2,N3,P3
87956	N1,P2,N3,P3
87958	N1,P2,N3,P3
87978	N1,P2,N3,P3
87979	N1,P2,N3,P3
87991	N1,P2,N3,P3
88027	N1,P2,N3,P3
88030	N1,P2,N3,P3
88035	N1,P2,N3,P3
88036	N1,P2,N3,P3
88038	N1,P2,N3,P3
88044	N1,P2,N3,P3
88075	N1,P2,N3,P3
88076	N1,P2,N3,P3
88084	N1,P2,N3,P3
88087	N1,P2,N3,P3
88097	N1,P2,N3,P3
88098	N1,P2,N3,P3
